area_type,availability,location,size,society,total_sqft,bath,balcony,price,imagePath,email,address,contact_number
Plot  Area,Ready To Move,9th Phase JP Nagar,7 Bedroom,No Society,820,7,3,140,/House_Pics/46.jpg,fwiieanq@emnds.com,6  Second Road  yelahanka  Bangalore - 560064,9202801207
Plot  Area,Ready To Move,Shetty Halli,5 Bedroom,No Society,8000,5,3,550,/House_Pics/47.jpg,raaryssn@wfczy.com,79  Park Avenue  hebbal  Bangalore - 560024,9388896896
Plot  Area,Ready To Move,Hennur Road,4 Bedroom,No Society,2400,5,3,500,/House_Pics/48.jpg,cndqdhym@cajlh.com,63  First Avenue  btm  Bangalore - 560076,8838349933
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2,2,46.55,/House_Pics/49.jpg,rnjonedf@xwjxh.com,31  Second Road  btm  Bangalore - 560076,8115296540
Plot  Area,Ready To Move,Hosur Road,4 Bedroom,KrineAq,2000,4,1,130,/House_Pics/50.jpg,ssizhgdm@lnhdh.com,46  Main Street  yelahanka  Bangalore - 560064,9993488235
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,Coomee ,1244,2,1,55,/House_Pics/51.jpg,ilbkwzkh@rdzsb.com,65  First Avenue  electroniccity  Bangalore - 560100,9256087087
Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,EsadeNS,1000,2,1,50,/House_Pics/52.jpg,dejigkjb@jkylj.com,6  Park Avenue  whitefield  Bangalore - 560066,8580047100
Super built-up  Area,18-May,Gunjur Palya,3 BHK,No Society,1400,3,2,45,/House_Pics/53.jpg,vknsyfzi@bmoli.com,85  Park Avenue  btm  Bangalore - 560076,9007279161
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Phens G,1000,2,2,35,/House_Pics/54.jpg,uxhexboe@erkje.com,35  Elm Street  whitefield  Bangalore - 560066,9376808182
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,No Society,1056,1,0,250,/House_Pics/55.jpg,zluvfpcx@lotpj.com,74  Second Road  mekhricircle  Bangalore - 560006,9758374581
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,No Society,1250,2,2,50,/House_Pics/56.jpg,lzqaypec@xtgzf.com,97  First Avenue  yelahanka  Bangalore - 560064,8664153700
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2470,5,0,188,/House_Pics/57.jpg,rehhcoap@rwpek.com,96  Park Avenue  hebbal  Bangalore - 560024,8856708454
Super built-up  Area,18-Aug,Jeevan bima nagar,2 BHK,No Society,1225,2,2,48,/House_Pics/58.jpg,impxbuxm@uoxrn.com,48  First Avenue  hebbal  Bangalore - 560024,8014602786
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5,3,198,/House_Pics/59.jpg,gcwefrhp@ouneg.com,31  Second Road  hebbal  Bangalore - 560024,8032550080
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,No Society,2800,4,3,365,/House_Pics/60.jpg,krpgqvdq@hurbi.com,59  Second Road  mekhricircle  Bangalore - 560006,8827041183
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1683,3,3,80,/House_Pics/61.jpg,tryhoafs@pcpgs.com,43  First Avenue  whitefield  Bangalore - 560066,8766710557
Built-up  Area,Ready To Move,Yelahanka,2 BHK,AdniaSk,1250,2,2,54,/House_Pics/62.jpg,zxjqbweg@jfgzr.com,49  Main Street  yelahanka  Bangalore - 560064,9879287133
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1305,2,1,110,/House_Pics/63.jpg,wnqfadea@ddztg.com,1  First Avenue  hebbal  Bangalore - 560024,9125765950
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,No Society,3009,3,1,331,/House_Pics/64.jpg,smdmrkul@fjgiu.com,93  Main Street  whitefield  Bangalore - 560066,9543683468
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2,1,57.5,/House_Pics/65.jpg,avlxnmyy@uyuzq.com,72  Elm Street  yelahanka  Bangalore - 560064,8393479742
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Clsto C,1654,3,3,70,/House_Pics/66.jpg,ecvuqjkz@qcwlr.com,62  Main Street  electroniccity  Bangalore - 560100,9073818672
Carpet  Area,Ready To Move,Munivenkatppa Layout,4 BHK,Trntska,4500,3,0,225,/House_Pics/67.jpg,evpdverc@ukkdo.com,96  Second Road  btm  Bangalore - 560076,9608816821
Super built-up  Area,18-May,Kadugodi,3 BHK,Alestrb,1890,4,3,125,/House_Pics/68.jpg,mqlusavp@qonwc.com,71  First Avenue  electroniccity  Bangalore - 560100,8855171327
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,No Society,1069,2,2,55,/House_Pics/69.jpg,vmhpmirm@sljhn.com,59  Park Avenue  electroniccity  Bangalore - 560100,8688822025
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,750,1,1,18.5,/House_Pics/70.jpg,wgbtugyt@viors.com,74  Main Street  electroniccity  Bangalore - 560100,8128992292
Plot  Area,Ready To Move,Banashankari,4 Bedroom,No Society,675,4,0,140,/House_Pics/71.jpg,onhgbfei@mnpyk.com,5  First Avenue  hebbal  Bangalore - 560024,9471814037
Built-up  Area,17-Dec,Hormavu,3 Bedroom,No Society,2400,3,1,177,/House_Pics/72.jpg,orhkmsui@uejik.com,9  Second Road  electroniccity  Bangalore - 560100,8946161632
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,No Society,1200,4,2,240,/House_Pics/73.jpg,htfxsitq@ikdfi.com,38  First Avenue  btm  Bangalore - 560076,8806573726
Plot  Area,Ready To Move,Koramangala,4 Bedroom,No Society,1410,2,0,280,/House_Pics/74.jpg,fyueubzb@pvubq.com,20  First Avenue  mekhricircle  Bangalore - 560006,9374733513
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3,3,130,/House_Pics/75.jpg,cbpuhben@velsm.com,16  Main Street  hebbal  Bangalore - 560024,9044819676
Super built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,No Society,3500,4,2,500,/House_Pics/76.jpg,wpsevlog@egcdh.com,95  First Avenue  hebbal  Bangalore - 560024,9748180780
Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,PualeSk,1700,3,2,93.5,/House_Pics/77.jpg,zyfvyonv@qccht.com,94  Second Road  btm  Bangalore - 560076,9211074487
Plot  Area,Ready To Move,Brindavan Layout,4 Bedroom,No Society,2200,2,0,150,/House_Pics/78.jpg,rrhhwwbk@tfgum.com,32  Second Road  mekhricircle  Bangalore - 560006,8833747106
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1595,3,1,105,/House_Pics/79.jpg,aucntovj@kkorq.com,25  Main Street  yelahanka  Bangalore - 560064,9700874584
Super built-up  Area,15-Nov,Hennur Road,3 BHK,No Society,1480,3,0,100,/House_Pics/80.jpg,nvckbjmo@vrgmr.com,8  Elm Street  yelahanka  Bangalore - 560064,9229466699
Plot  Area,Ready To Move,Bethel Nagar,3 Bedroom,No Society,1092,3,1,95,/House_Pics/81.jpg,jjrneofj@zyxjg.com,78  Elm Street  electroniccity  Bangalore - 560100,8756286675
Super built-up  Area,19-Sep,Koramangala,3 BHK,Prood P,1866,4,2,245,/House_Pics/0.jpg,chqrtabw@ttram.com,74  Main Street  mekhricircle  Bangalore - 560006,8905392889
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3,2,390,/House_Pics/1.jpg,lahzqezu@yartn.com,33  Elm Street  hebbal  Bangalore - 560024,9604989482
Super built-up  Area,Ready To Move,Banashankari,3 BHK,No Society,1683,3,2,115,/House_Pics/2.jpg,xynyrzsf@raniq.com,13  Elm Street  whitefield  Bangalore - 560066,9773516651
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,545,2,1,22.34,/House_Pics/3.jpg,lxuboqze@svmvi.com,50  Second Road  yelahanka  Bangalore - 560064,8864531887
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,No Society,1340,2,2,73,/House_Pics/4.jpg,ifpjvxrf@gqnhd.com,48  Second Road  yelahanka  Bangalore - 560064,8075844662
Built-up  Area,21-Dec,Judicial Layout  Kanakapura Road  ,3 BHK,No Society,1100,3,2,53,/House_Pics/5.jpg,qeqgutnd@oihty.com,9  Second Road  whitefield  Bangalore - 560066,9798779990
Plot  Area,Ready To Move,Akshaya Nagar,1 Bedroom,No Society,2000,1,0,200,/House_Pics/6.jpg,cslrxzbo@nkosk.com,29  Elm Street  electroniccity  Bangalore - 560100,9288208208
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sriffhi,1185,2,2,56,/House_Pics/7.jpg,tylfhvdx@rgrdp.com,42  Elm Street  whitefield  Bangalore - 560066,9389620713
Super built-up  Area,18-Aug,Chandapura,2 BHK,SuVue S,1025,2,2,27.68,/House_Pics/8.jpg,rfqywqcq@xxdot.com,32  Main Street  whitefield  Bangalore - 560066,9697348765
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1730,3,1,95,/House_Pics/9.jpg,mxlbvnxx@wbdqa.com,7  First Avenue  yelahanka  Bangalore - 560064,9956171705
Super built-up  Area,19-Sep,Hennur Road,3 BHK,Orens G,1450,3,1,88.6,/House_Pics/10.jpg,gpsudrsr@uhvij.com,98  Elm Street  electroniccity  Bangalore - 560100,8162118217
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1862,4,1,110,/House_Pics/11.jpg,zbrxrazo@pbfxr.com,83  Elm Street  electroniccity  Bangalore - 560100,9187858678
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,4000,5,1,578,/House_Pics/12.jpg,rufpxpuo@bygjt.com,46  Main Street  whitefield  Bangalore - 560066,8076765689
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2430,5,2,180,/House_Pics/13.jpg,nulkxfhy@cyzck.com,53  Second Road  hebbal  Bangalore - 560024,8441231942
Super built-up  Area,20-Sep,Hoodi,1 BHK,Ranuetz,783,1,0,40.55,/House_Pics/14.jpg,btppubde@skrul.com,30  Park Avenue  btm  Bangalore - 560076,8885205748
Super built-up  Area,Ready To Move,Chambenahalli,2 BHK,No Society,1170,2,3,50,/House_Pics/15.jpg,gwkgkkth@wiupp.com,8  Elm Street  yelahanka  Bangalore - 560064,9078121724
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Prionve,1075,2,2,50,/House_Pics/16.jpg,ebddheyl@yumsy.com,6  Main Street  electroniccity  Bangalore - 560100,8287520326
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Niiewin,1060,2,1,34,/House_Pics/17.jpg,jfgdgltg@hbotm.com,94  Elm Street  btm  Bangalore - 560076,9554984592
Super built-up  Area,17-Jun,Sarjapur,2 BHK,No Society,850,2,2,32,/House_Pics/18.jpg,owgaxzze@boadr.com,98  Park Avenue  mekhricircle  Bangalore - 560006,9580472946
Super built-up  Area,Ready To Move,P&T Layout,2 BHK,Sashaa ,935,2,1,45.9,/House_Pics/19.jpg,ctbcgfjg@rwpnn.com,6  First Avenue  yelahanka  Bangalore - 560064,9197952301
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,4 BHK,Mauner ,1905,3,0,86,/House_Pics/20.jpg,crwlbhsp@uuqmn.com,24  Main Street  mekhricircle  Bangalore - 560006,8162865442
Built-up  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,No Society,2000,6,3,300,/House_Pics/21.jpg,tznmsblo@ogper.com,33  First Avenue  hebbal  Bangalore - 560024,9514639895
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2,1,47,/House_Pics/22.jpg,wrjkhovl@ucyxx.com,30  Second Road  yelahanka  Bangalore - 560064,9464501625
Plot  Area,Ready To Move,9th Phase JP Nagar,6 Bedroom,No Society,600,6,2,75,/House_Pics/23.jpg,vsmcmkdq@mkupc.com,12  First Avenue  electroniccity  Bangalore - 560100,9174587250
Built-up  Area,Ready To Move,Chikkabanavar,4 Bedroom,No Society,1500,4,1,105,/House_Pics/24.jpg,tqlhvpou@hjkmy.com,3  First Avenue  whitefield  Bangalore - 560066,8050098719
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Malmser,1725,3,3,85,/House_Pics/25.jpg,qcgyynyp@pnwvo.com,66  Park Avenue  btm  Bangalore - 560076,9239272433
Super built-up  Area,Ready To Move,Dodda Banaswadi,2 BHK,No Society,1120,2,3,36,/House_Pics/26.jpg,tkilffnw@pzjpj.com,57  Park Avenue  btm  Bangalore - 560076,9701114128
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Vaontos,1750,2,2,75,/House_Pics/27.jpg,mjsydmab@iwcge.com,81  Elm Street  yelahanka  Bangalore - 560064,8410462917
Super built-up  Area,18-Jul,7th Phase JP Nagar,3 BHK,No Society,2000,3,2,77,/House_Pics/28.jpg,ocuiztsh@vdnux.com,71  Second Road  btm  Bangalore - 560076,9505164876
Built-up  Area,Ready To Move,Koramangala,3 BHK,Saa 2Ai,1745,3,3,98,/House_Pics/29.jpg,aaruzibt@unwle.com,55  Elm Street  mekhricircle  Bangalore - 560006,8277860590
Plot  Area,Ready To Move,Bagalakunte,5 Bedroom,No Society,750,3,1,95,/House_Pics/30.jpg,gbrxbjqx@zosqp.com,55  First Avenue  btm  Bangalore - 560076,9359815485
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2,2,55.25,/House_Pics/31.jpg,nskqdtkw@gtqjj.com,89  Elm Street  mekhricircle  Bangalore - 560006,8628757995
Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5384,5,3,420,/House_Pics/32.jpg,wngfmoky@aqmgy.com,57  First Avenue  btm  Bangalore - 560076,9965240253
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,NCensun,1180,2,2,72,/House_Pics/33.jpg,btrzoqqa@bkxmf.com,90  Main Street  mekhricircle  Bangalore - 560006,9811432008
Built-up  Area,Ready To Move,Shanti Nagar,2 BHK,SwionMa,1130,2,1,75,/House_Pics/34.jpg,sfriqoes@egbvy.com,67  Second Road  mekhricircle  Bangalore - 560006,8693002916
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4,3,197,/House_Pics/35.jpg,xugktgbb@fwkrw.com,51  Park Avenue  mekhricircle  Bangalore - 560006,9602354163
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1723,3,2,95,/House_Pics/36.jpg,eezulmtd@udwvp.com,11  Second Road  hebbal  Bangalore - 560024,8455135874
Built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175,2,2,70.5,/House_Pics/37.jpg,ztyzbdey@jadkj.com,17  First Avenue  whitefield  Bangalore - 560066,9458399522
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Dimes E,1607,2,2,112,/House_Pics/38.jpg,xkakfvsm@uetrf.com,52  Second Road  hebbal  Bangalore - 560024,9145754513
Built-up  Area,18-May,Varanasi,2 BHK,Ocuil T,1334,2,1,62,/House_Pics/39.jpg,gmduordq@vpsex.com,50  Second Road  btm  Bangalore - 560076,8750688261
Built-up  Area,Ready To Move,Vishwapriya Layout,5 Bedroom,No Society,2800,5,3,130,/House_Pics/40.jpg,bdfqtvam@hvcku.com,82  First Avenue  whitefield  Bangalore - 560066,9646902681
Super built-up  Area,19-Mar,Bellandur,3 BHK,NiCodCa,1138,3,2,128,/House_Pics/41.jpg,whcmjomj@qrljh.com,93  Main Street  mekhricircle  Bangalore - 560006,8715104315
Super built-up  Area,19-Dec,Bannerghatta,2 BHK,No Society,1113,2,1,70,/House_Pics/42.jpg,vlbmznmd@dadhe.com,65  Park Avenue  mekhricircle  Bangalore - 560006,8238549651
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,NaensGa,1300,2,2,58,/House_Pics/43.jpg,vtsjcsuo@kjtce.com,68  Second Road  hebbal  Bangalore - 560024,8870488572
Plot  Area,Ready To Move,Judicial Layout,4 Bedroom,No Society,2400,4,0,350,/House_Pics/44.jpg,jwcexsbs@mzdcb.com,7  First Avenue  hebbal  Bangalore - 560024,9632332538
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,No Society,1200,2,2,60,/House_Pics/45.jpg,nixxnqwa@jxnyd.com,58  First Avenue  yelahanka  Bangalore - 560064,8159905158
Super built-up  Area,Ready To Move,cooketown,3 BHK,No Society,1900,3,2,190,/House_Pics/46.jpg,pznwptli@dmuuk.com,44  Park Avenue  hebbal  Bangalore - 560024,8781799997
Super built-up  Area,Ready To Move,Jakkur,4 BHK,Lecco C,5150,4,3,559,/House_Pics/47.jpg,uxjhizpx@pchkk.com,77  Elm Street  yelahanka  Bangalore - 560064,8934064106
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,No Society,1200,5,0,290,/House_Pics/48.jpg,fnotnjhz@lywtb.com,83  Park Avenue  electroniccity  Bangalore - 560100,8246124134
Super built-up  Area,18-Dec,Whitefield,4 BHK,Goted U,2956,5,0,234,/House_Pics/49.jpg,zcminhga@txjwo.com,15  Park Avenue  whitefield  Bangalore - 560066,8376338715
Plot  Area,Ready To Move,Begur Road,5 Bedroom,No Society,1100,5,1,165,/House_Pics/50.jpg,knutwcub@eafxb.com,9  Second Road  whitefield  Bangalore - 560066,9920044424
Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1398,2,1,97,/House_Pics/51.jpg,onayevpn@unrjo.com,39  Park Avenue  btm  Bangalore - 560076,8302273536
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,No Society,1152,1,0,66,/House_Pics/52.jpg,klfkftoh@wqizt.com,21  Second Road  mekhricircle  Bangalore - 560006,9515244683
Plot  Area,Ready To Move,Rajarajeshwarinagar,4 Bedroom,No Society,1200,5,0,325,/House_Pics/53.jpg,sngzoxuz@zkqbi.com,59  Second Road  hebbal  Bangalore - 560024,9944968768
Super built-up  Area,Ready To Move,Nagavara,2 BHK,No Society,1110,2,2,44.95,/House_Pics/54.jpg,ycbsveuc@czcfx.com,61  First Avenue  mekhricircle  Bangalore - 560006,8126349738
Built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Sarch M,1116,2,1,47,/House_Pics/55.jpg,wgpqjbqw@yjawq.com,82  Elm Street  electroniccity  Bangalore - 560100,8488819635
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,ARngsd ,1061,2,1,33.84,/House_Pics/56.jpg,kxpfpavl@bhmgc.com,68  Elm Street  hebbal  Bangalore - 560024,9773166513
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,No Society,620,1,1,86.8,/House_Pics/57.jpg,uojrjwua@rpatc.com,94  Park Avenue  btm  Bangalore - 560076,9963388156
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,No Society,1300,2,2,52,/House_Pics/58.jpg,rmyvlpat@cgmtg.com,2  Elm Street  whitefield  Bangalore - 560066,9488670414
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1270,2,2,57,/House_Pics/59.jpg,nuqudsmd@yisaw.com,85  Park Avenue  yelahanka  Bangalore - 560064,9821892090
Super built-up  Area,18-Apr,Peenya,2 BHK,No Society,966,2,2,50,/House_Pics/60.jpg,nyibhsck@fthwo.com,12  Second Road  btm  Bangalore - 560076,9624752649
Plot  Area,Ready To Move,AMS Layout,4 Bedroom,No Society,1200,4,1,110,/House_Pics/61.jpg,mblacqwx@hjjzo.com,42  Second Road  whitefield  Bangalore - 560066,9525025807
Plot  Area,Ready To Move,Kodigehalli,4 Bedroom,No Society,1320,4,3,249,/House_Pics/62.jpg,fwpyqtww@vszzx.com,28  Park Avenue  electroniccity  Bangalore - 560100,8539519838
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5,1,297,/House_Pics/63.jpg,brxqcdgd@jcjur.com,98  Main Street  mekhricircle  Bangalore - 560006,9414997777
Super built-up  Area,18-May,Kathriguppe IV Phase,3 BHK,No Society,1630,3,2,131,/House_Pics/64.jpg,feujbjum@kihiw.com,28  Park Avenue  yelahanka  Bangalore - 560064,9029365058
Super built-up  Area,Ready To Move,Kodipalya,5 BHK,No Society,600,6,3,72,/House_Pics/65.jpg,qundwbuv@twqig.com,15  Second Road  btm  Bangalore - 560076,9894412802
Plot  Area,Ready To Move,Ramchandrapuram,4 Bedroom,No Society,600,4,2,60,/House_Pics/66.jpg,jupcnimq@mouyk.com,98  Park Avenue  mekhricircle  Bangalore - 560006,9257466153
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Veiewak,1202,2,1,65,/House_Pics/67.jpg,tgvljnzz@filth.com,32  First Avenue  btm  Bangalore - 560076,9025917354
Plot  Area,Ready To Move,Pampa Extension,4 Bedroom,No Society,1200,4,2,250,/House_Pics/68.jpg,mkuamaok@frybi.com,74  Elm Street  hebbal  Bangalore - 560024,9303091357
Built-up  Area,Ready To Move,Jakkur,2 BHK,No Society,1300,2,2,80,/House_Pics/69.jpg,xdrrffku@uoffh.com,53  Main Street  yelahanka  Bangalore - 560064,8215423954
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,No Society,1200,6,2,330,/House_Pics/70.jpg,counncrj@diuci.com,83  First Avenue  yelahanka  Bangalore - 560064,9630891987
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2,1,70,/House_Pics/71.jpg,yxjvwlzs@qmqnd.com,41  Park Avenue  electroniccity  Bangalore - 560100,9242430997
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2,1,69.18,/House_Pics/72.jpg,daocbekp@qmpiv.com,39  First Avenue  btm  Bangalore - 560076,8316339969
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2378,3,1,310,/House_Pics/73.jpg,dbvfbbdj@mwjvo.com,5  Main Street  hebbal  Bangalore - 560024,8105559006
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,MBrrySt,1011,2,2,38,/House_Pics/74.jpg,qzgkokpl@nvqvk.com,56  Park Avenue  electroniccity  Bangalore - 560100,8425998541
Built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2,2,72,/House_Pics/75.jpg,zqiokxnx@gidoy.com,91  Main Street  whitefield  Bangalore - 560066,8217056993
Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3,2,113,/House_Pics/76.jpg,fyqjmcbu@vepzy.com,44  First Avenue  hebbal  Bangalore - 560024,9297953018
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Honcyju,1364,2,3,50,/House_Pics/77.jpg,fqtfdgvy@zkwgw.com,18  Second Road  electroniccity  Bangalore - 560100,9414704858
Plot  Area,19-Jan,Anekal,2 Bedroom,No Society,1200,1,1,36,/House_Pics/78.jpg,qpydsjby@ecrfa.com,18  Park Avenue  btm  Bangalore - 560076,9112065374
Built-up  Area,Ready To Move,KR Layout,1 BHK,No Society,1050,2,2,41,/House_Pics/79.jpg,uvjqovmd@iaqpr.com,100  Park Avenue  whitefield  Bangalore - 560066,8276992207
Super built-up  Area,Ready To Move,Kothanur,3 BHK,No Society,1365,3,3,66,/House_Pics/80.jpg,rdviwtig@ueans.com,80  Elm Street  yelahanka  Bangalore - 560064,8174531890
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3,3,70,/House_Pics/81.jpg,nubygarh@xkwai.com,90  Elm Street  electroniccity  Bangalore - 560100,8280434921
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3,2,65,/House_Pics/0.jpg,agrpzpfn@butaj.com,90  Second Road  hebbal  Bangalore - 560024,9968320041
Built-up  Area,Ready To Move,Panathur,2 BHK,No Society,1065,2,1,58,/House_Pics/1.jpg,ppswgcrr@ppbhm.com,8  Park Avenue  whitefield  Bangalore - 560066,8366509528
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2,1,55.25,/House_Pics/2.jpg,pswdojaa@haxlk.com,22  Park Avenue  electroniccity  Bangalore - 560100,9352166566
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KVersuj,1032,2,2,45,/House_Pics/3.jpg,vjdqjmpa@quppa.com,19  Main Street  mekhricircle  Bangalore - 560006,8428171453
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,No Society,2900,4,2,325,/House_Pics/4.jpg,nnlwvlww@kkmbj.com,12  Park Avenue  electroniccity  Bangalore - 560100,9652447304
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,NDivaOl,1515,2,3,69,/House_Pics/5.jpg,uurwdadb@ztdac.com,81  Main Street  yelahanka  Bangalore - 560064,9058555648
Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1427,2,2,52,/House_Pics/6.jpg,minjeuuq@dmzjh.com,26  Second Road  yelahanka  Bangalore - 560064,8741184399
Super built-up  Area,Ready To Move,Magadi Road,2 BHK,No Society,940,2,2,50,/House_Pics/7.jpg,dygdeops@gprjv.com,29  First Avenue  btm  Bangalore - 560076,8474373254
Plot  Area,18-Mar,Medahalli,5 Bedroom,No Society,800,5,1,95,/House_Pics/8.jpg,vifnpond@ezvfe.com,2  Second Road  btm  Bangalore - 560076,8521707024
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2,2,80,/House_Pics/9.jpg,qovsxdve@bewlw.com,47  Second Road  whitefield  Bangalore - 560066,8464292991
